Animal_ID,Own_Population,11,6,12,18,3,5,10,9,7,8,22,1,19,15,14,13,2,16,17,4,20,23,21
APPgoat1,11,0,1,0,0,2,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,4,1,1
APPgoat10,11,0,2,0,0,2,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,2,0
APPgoat11,11,0,1,1,2,4,1,0,1,0,1,5,0,0,0,1,0,1,0,0,1,2,2,2
APPgoat12,11,0,2,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,2,2,1
APPgoat13,11,0,1,1,0,5,1,1,1,0,0,4,0,0,0,1,0,0,1,1,2,1,2,0
APPgoat14,11,0,4,0,1,3,1,1,0,1,1,4,0,0,1,0,0,0,1,0,0,0,2,1
APPgoat15,11,0,3,0,2,1,0,1,1,1,0,2,0,0,0,0,0,1,1,1,2,0,2,1
APPgoat16,11,0,3,1,2,6,1,0,1,1,1,4,0,0,0,1,0,2,0,1,0,1,1,3
APPgoat17,11,0,3,0,1,4,2,1,0,1,2,1,0,0,0,1,1,0,0,0,1,1,4,0
APPgoat18,11,0,2,0,0,4,1,0,0,0,1,1,2,0,2,1,0,1,1,0,0,0,1,1
APPgoat19,11,0,2,0,0,3,3,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,1
APPgoat2,11,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1
APPgoat20,11,0,2,0,2,0,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0
APPgoat21,11,0,2,0,0,2,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,3,0
APPgoat22,11,0,1,0,1,1,0,0,0,1,2,1,1,0,0,1,1,0,0,1,0,1,1,0
APPgoat23,11,0,1,0,1,3,2,1,1,0,1,3,1,0,0,0,1,1,0,0,1,0,2,1
APPgoat24,6,3,0,1,0,0,3,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0
APPgoat25,6,2,0,0,2,0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
APPgoat26,6,1,0,0,1,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
APPgoat27,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
APPgoat28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
APPgoat29,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
APPgoat3,11,0,2,0,0,1,0,1,0,2,0,2,0,0,0,0,1,1,0,0,0,1,2,2
APPgoat4,11,0,4,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,2
APPgoat5,11,0,4,0,1,2,1,0,0,3,2,2,0,1,0,1,0,1,1,0,0,3,3,2
APPgoat6,11,0,2,0,1,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,4,0
APPgoat7,11,0,3,0,0,1,0,0,0,2,1,1,0,0,0,0,0,3,2,0,0,2,2,1
APPgoat8,11,0,1,0,0,2,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,3,2,0
APPgoat9,11,0,0,0,0,2,1,1,0,0,1,1,0,0,2,2,1,0,0,0,0,2,1,0
BLZ07439,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5,0,0,1,0
BLZ08130,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,0,1,0,0
BLZ10920,18,1,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,6,1,1,3,2,0
BLZ22430,18,0,1,1,0,1,1,0,0,0,0,3,0,0,0,3,0,0,4,4,0,1,1,1
BLZ24630,18,0,2,1,0,0,1,0,0,1,0,2,0,0,1,2,0,0,5,3,0,1,2,0
BLZ32530,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,2,0
BLZ39630,18,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2,9,5,0,1,1,0
BLZ44330,18,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,8,5,1,1,1,0
BLZ46330,18,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,2,7,1,0,1,0,0
BLZ54803,18,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,4,0,1,4,0
BLZ56220,18,0,0,0,0,1,1,0,0,0,0,6,0,0,0,1,1,1,7,2,0,1,1,0
BLZ57230,18,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,1,1,0
BLZ60630,18,2,1,1,0,0,0,0,0,0,0,4,0,0,0,2,1,1,7,1,1,0,0,0
BLZ61930,18,1,0,2,0,1,1,0,0,0,0,2,1,0,0,2,1,0,5,1,0,1,2,0
BLZ62130,18,1,1,1,0,1,1,0,0,0,0,1,0,0,0,3,1,0,3,3,0,3,1,0
BLZ63120,18,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,3,4,0,0,1,0
BLZ63230,18,0,1,0,0,0,1,0,0,0,0,4,1,0,0,2,1,0,5,4,0,2,1,0
BLZ66130,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,0,2,2
BLZ67230,18,1,1,1,0,0,0,0,0,0,1,4,1,0,0,0,2,1,9,1,0,1,2,0
BLZ68330,18,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,11,3,0,1,5,2
BLZ69430,18,0,2,2,0,0,1,0,0,1,0,2,0,0,2,1,0,0,6,2,0,0,1,0
BLZ73320,18,0,1,0,0,0,0,0,1,0,0,4,1,1,0,1,0,1,3,4,1,0,1,0
BLZ73620,18,0,3,2,0,1,1,0,0,1,0,2,0,0,1,2,0,0,5,3,0,1,2,1
BLZ75920,18,0,2,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,2,2,0,0,1,0
BLZ76930,18,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,4,0,3,4,0
BLZ78630,18,0,0,1,0,0,0,0,0,0,0,4,0,0,1,3,0,0,3,1,0,2,3,0
BLZ82130,18,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,5,1,0,1,4,0
BLZ85830,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,1,1,0
BLZ86820,18,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,4,1,0,0,1,0
BLZ88730,18,0,4,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,9,4,0,1,1,1
BLZ89330,18,0,0,1,0,1,1,0,0,1,0,3,0,0,1,2,0,0,7,3,0,1,2,2
BLZ90530,18,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,5,0,0,1,0
BLZ92998,18,0,0,1,0,1,0,0,0,0,0,2,0,1,1,2,1,0,5,2,0,0,0,0
BLZ97830,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,2,0,1,0,0
CHAgoat116,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0
CHAgoat117,3,3,1,0,0,0,1,1,1,0,0,1,0,0,2,2,0,0,0,0,0,1,2,0
CHAgoat118,3,2,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,4,0
CHAgoat119,3,3,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,2,0,1,0,3,1
CHAgoat120,3,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
CHAgoat121,3,6,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1
CHAgoat122,3,5,0,1,1,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,1,1,1,0
CHAgoat123,6,0,0,0,0,0,4,0,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
CHAgoat124,6,0,0,0,0,1,1,1,0,0,1,2,1,0,0,1,0,0,1,0,1,1,2,0
CHAgoat125,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,2,1,0,0,1,1,0
CHAgoat126,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1
CHAgoat127,6,1,0,0,1,0,4,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,1,1
CHAgoat128,6,2,0,0,0,0,4,0,1,0,0,0,0,0,1,3,0,2,1,0,1,0,1,0
CHAgoat129,6,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHAgoat130,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
CHAgoat131,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
CHAgoat132,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
CHAgoat133,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CHAgoat134,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
CHAgoat135,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
CHAgoat137,5,2,5,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CHAgoat138,5,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
CHAgoat139,5,0,5,0,0,1,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,1
CHAgoat140,5,2,5,0,2,0,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,1,0,0
CHAgoat141,5,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,1,2,0,1,0,0,2,0
CHAgoat142,5,0,4,0,2,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
CHAgoat143,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
CHAgoat144,5,0,1,1,0,0,0,3,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
CHAgoat145,10,1,2,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
CHAgoat146,10,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0
CHAgoat147,10,0,1,1,0,0,2,0,0,1,0,1,0,0,1,2,1,0,1,0,1,1,0,1
CHAgoat148,10,0,0,0,1,1,2,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
CHAgoat149,10,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
CHAgoat150,10,0,1,0,0,1,0,0,0,3,0,0,0,0,1,3,0,1,0,1,0,1,0,1
CHAgoat151,10,1,1,1,0,1,2,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0
CHAgoat152,10,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1
CHAgoat153,10,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
CHAgoat154,9,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0
CHAgoat155,9,1,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,4,0
CHAgoat156,9,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
CHAgoat157,9,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,2,1,2,1
CHAgoat158,9,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1
CHAgoat159,9,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,3,2,0,1
CHAgoat160,9,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0
CHAgoat161,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
CHAgoat162,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0
CHAgoat163,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0
CHAgoat164,7,0,2,0,0,0,2,1,1,0,1,2,0,0,0,4,0,0,0,2,0,0,0,0
CHAgoat165,7,0,1,0,0,0,0,0,2,0,2,1,1,0,0,2,1,0,1,0,0,0,1,0
CHAgoat166,7,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CHAgoat167,7,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
CHAgoat168,8,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,2,0
CHAgoat169,8,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,2,2,0
CHAgoat170,8,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1
CHAgoat171,8,0,0,0,1,0,0,0,2,0,0,2,0,1,1,0,1,0,1,1,0,1,0,1
CHAgoat172,8,1,1,0,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,2,0
CHAgoat173,8,0,0,0,1,1,1,0,3,2,0,2,0,0,1,1,1,0,1,1,0,2,3,0
CHAgoat174,8,0,0,0,0,1,0,0,4,2,0,0,0,0,0,1,1,0,0,0,0,4,0,0
CHAgoat175,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAgoat176,8,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,3,2,0
CHAgoat177,12,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
CHAgoat178,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
CHAgoat179,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
CHAgoat180,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CHAgoat181,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHAgoat182,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CHAgoat183,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHAgoat184,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHAgoat185,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CHAgoat186,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
CHAgoat187,12,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
CHAgoat188,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
CHAgoat189,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
CHAgoat190,8,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,1,3,1,2,3,1
CHAgoat191,8,0,0,0,1,1,0,0,2,2,0,1,0,0,0,2,0,0,0,0,1,2,1,0
CHAgoat192,8,1,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0
CHAgoat193,8,1,0,1,1,0,0,0,1,0,0,3,0,1,0,1,1,0,2,1,0,2,0,0
CHAgoat194,8,1,0,0,0,1,0,1,4,2,0,1,0,0,0,2,0,0,0,0,0,2,0,0
CHAgoat195,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0
CHAgoat196,8,1,0,0,1,0,0,1,1,2,0,2,0,0,1,0,0,1,2,0,0,1,2,0
CHAgoat197,8,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,1,0,1,4,1
CHAgoat198,8,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,3,0
CHAgoat199,8,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0
CHAgoat200,8,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,4,3,0
CHAgoat201,8,1,0,0,1,1,0,0,3,1,0,1,2,0,0,0,0,0,2,0,0,2,2,0
CHAgoat202,8,0,0,1,1,0,0,0,3,1,0,3,1,1,1,1,2,1,0,0,0,3,1,0
CHAgoat203,8,0,0,0,2,0,0,0,1,4,0,0,0,0,1,1,1,0,1,0,0,2,2,0
CHAgoat204,8,1,0,0,0,0,0,1,7,0,0,1,0,0,0,1,0,0,1,0,0,2,3,0
CHAgoat205,8,1,0,0,1,0,1,1,4,3,0,2,0,0,0,1,1,0,1,0,0,0,1,0
CHAgoat206,8,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0
CHAgoat207,8,0,0,1,0,0,0,1,2,0,0,1,1,0,1,1,0,0,0,2,0,0,4,0
CHAgoat208,8,0,0,0,2,0,1,1,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0
CHAgoat209,8,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,2,0
CHAgoat210,8,2,0,0,0,0,0,1,3,0,0,1,0,1,1,1,0,0,1,0,0,2,2,0
CHAgoat211,11,0,3,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
CHAgoat212,11,0,0,1,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,3,1
CHAgoat213,11,0,4,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
CHAgoat214,11,0,0,0,0,4,1,2,1,1,0,2,0,1,2,0,0,1,1,0,0,1,2,1
CHAgoat215,11,0,4,1,0,1,1,1,0,1,0,2,0,0,0,0,0,2,2,0,0,4,3,1
CHAgoat216,11,0,2,0,1,3,1,0,0,3,2,1,0,1,0,2,0,0,2,0,0,1,1,1
CHAgoat217,11,0,2,1,0,2,1,1,0,5,0,2,0,0,0,0,0,1,1,0,0,1,0,1
CHAgoat218,11,0,1,0,2,1,1,0,0,1,1,4,1,0,1,2,1,1,3,0,0,1,1,1
CHAgoat219,11,0,0,0,0,3,0,0,0,2,1,2,0,0,4,0,2,0,0,0,0,1,4,0
CHAgoat220,11,0,0,0,0,1,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,4,0
CHAgoat221,11,0,0,0,1,3,0,0,1,1,2,3,0,0,3,0,0,0,0,0,0,0,1,0
CHAgoat222,11,0,0,0,1,2,0,1,0,0,1,3,0,0,1,0,0,0,1,0,0,1,2,0
CHAgoat223,11,0,3,0,1,2,3,0,0,1,2,5,0,0,0,1,1,0,0,1,1,3,3,0
CHAgoat224,11,0,4,0,1,4,1,0,0,0,0,1,1,1,2,1,0,1,1,0,0,1,2,1
CHAgoat225,11,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,2,0,1,1,1,2,0
CHAgoat226,11,0,1,0,2,1,0,1,1,1,1,2,0,0,0,1,0,1,1,0,0,0,3,0
CHAgoat227,11,0,2,0,0,3,0,0,0,2,3,1,0,0,0,0,1,0,1,0,0,0,3,0
CHAgoat228,11,0,2,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
CHAgoat229,11,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,1,1,3,1,0,1,2,0
CHAgoat230,11,0,3,0,0,4,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
CHAgoat231,11,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,0
CHAgoat232,11,0,1,0,0,2,1,3,0,0,0,3,0,0,2,0,0,1,0,0,0,2,3,2
CHAgoat233,11,0,0,0,1,1,1,2,0,0,1,2,0,0,3,0,0,2,1,2,0,3,3,1
CHAgoat234,11,0,2,0,0,3,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0,1,3,0
CHAgoat235,11,0,1,0,0,1,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,1,0
CHAgoat236,11,0,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,2,0
CHAgoat237,6,2,0,0,0,0,4,1,0,3,0,0,0,0,0,0,2,1,0,0,2,1,2,1
CHAgoat238,6,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,1,0
CHAgoat239,6,1,0,0,0,0,5,2,0,1,0,0,0,0,1,0,2,0,0,1,1,1,2,0
DRZ001,22,2,0,0,4,0,3,1,0,1,0,0,1,1,5,3,0,0,10,1,3,4,9,6
DRZ002,22,0,0,0,5,0,1,2,0,0,1,0,4,0,4,3,1,2,6,1,1,1,9,1
DRZ003,22,0,4,0,1,2,5,0,0,0,1,0,1,1,3,4,1,1,0,3,0,2,5,0
DRZ004,22,0,2,1,3,1,1,0,0,0,2,0,2,2,2,2,1,1,2,0,1,4,11,1
DRZ005,22,2,0,1,3,0,3,0,0,0,0,0,2,1,4,3,0,1,5,0,1,3,2,3
DRZ006,22,0,0,0,2,1,4,0,0,0,0,0,4,0,1,2,0,2,9,1,1,1,3,1
DRZ007,22,0,0,0,4,1,4,0,0,0,0,0,5,0,0,3,0,2,9,0,0,4,5,4
DRZ008,22,0,1,1,3,1,6,2,0,0,1,0,4,1,2,5,2,1,4,3,2,2,3,1
DRZ009,22,2,0,0,3,1,3,0,0,1,0,0,5,0,1,3,0,4,9,0,2,4,2,3
DRZ010,22,0,0,0,1,3,5,1,0,1,1,0,4,0,4,4,2,3,7,2,3,6,8,2
DRZ011,22,1,1,0,4,2,3,1,0,0,0,0,0,0,3,2,0,4,5,3,0,2,7,3
DRZ012,22,0,0,0,5,1,2,1,0,0,0,0,2,0,2,4,0,1,12,1,2,4,6,2
DRZ013,22,2,0,0,2,1,3,0,0,0,0,0,4,1,2,3,0,1,6,2,0,5,1,2
DRZ014,22,0,3,1,2,1,3,2,0,1,0,0,1,0,1,6,1,1,4,0,1,2,6,1
DRZ015,22,0,1,1,1,2,2,0,0,0,0,0,1,0,1,1,1,2,5,2,1,4,8,3
DRZ016,22,0,0,1,0,0,1,0,1,1,0,0,3,1,2,3,0,2,7,1,0,5,6,3
DRZ017,22,0,0,0,2,1,2,1,0,0,1,0,2,1,2,5,1,0,9,3,0,3,6,4
DRZ018,22,1,0,0,2,1,3,0,1,0,0,0,2,1,0,8,0,1,14,1,0,1,3,2
DRZ019,22,0,0,0,5,1,1,0,0,0,0,0,1,0,4,3,0,1,3,1,1,2,4,2
DRZ020,22,1,1,0,2,1,4,0,0,0,0,0,2,0,0,4,0,1,7,2,2,5,5,1
DRZ021,22,2,0,0,3,1,3,1,0,0,0,0,0,0,0,2,0,1,8,1,2,3,5,2
DRZ022,22,0,0,1,4,2,2,1,0,0,0,0,0,0,0,4,1,2,7,0,0,2,7,2
DRZ023,22,1,0,0,3,1,3,2,0,0,0,0,0,0,2,4,0,0,4,1,2,5,4,1
DRZ024,22,1,0,0,2,1,1,0,0,0,0,0,3,0,2,2,0,1,8,1,2,4,3,2
DRZ025,22,2,0,0,2,1,3,0,0,0,0,0,2,0,1,4,0,0,4,0,2,3,3,2
DRZ026,22,1,0,0,2,2,2,2,0,0,0,0,0,0,3,2,0,1,5,0,4,3,9,2
DRZ027,22,2,0,0,4,2,4,1,0,1,0,0,0,0,3,4,0,4,7,1,0,4,4,1
DRZ028,22,2,0,1,3,0,2,1,0,2,0,0,1,0,2,9,0,1,4,0,0,3,7,1
DRZ029,22,2,0,0,2,1,1,1,0,0,1,0,1,0,1,4,0,1,8,0,0,3,6,1
DRZ030,22,2,0,0,2,1,4,1,0,1,2,0,2,0,1,3,2,1,11,2,3,3,6,4
DRZ031,22,1,0,1,6,0,2,1,0,0,0,0,2,1,3,2,0,1,8,2,2,2,7,2
DRZ032,22,2,1,0,1,0,4,1,0,2,0,0,2,0,0,4,0,0,13,0,1,2,5,1
DRZ033,22,1,1,0,1,1,2,1,0,0,0,0,1,1,1,8,0,1,6,1,2,4,5,7
